cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength
148.66,56.55,118.45,199.3,27.22,860.75,661.58,90,30.07
538.7,73.89,44.35,136.79,23.47,1028.42,782.57,90,73.1
486.85,350.29,146.8,226.13,17.85,1103.26,693.44,1,52.07
224.92,78.51,165.49,213.22,23.17,904.45,591.4,3,26.78
468.23,185.16,118.69,218.58,21.8,914.84,978.63,56,62.45
146.82,336.09,118.27,170.97,7.5,1031.28,937.27,56,21.47
539.61,350.81,67.72,231.05,17.62,851.5,796.51,56,70.57
392.9,84.85,89.25,173.82,24.66,1120.66,692.17,14,51.84
386.06,17.63,172.82,194.17,10.15,925.53,868.58,180,53.53
139.79,55.14,144.66,120.08,20.93,834.91,764.79,28,36.19
494.69,22.73,103.95,203.83,15.41,860.27,912.95,3,39.91
112.76,70.05,73.65,213.36,16.1,1121.8,991.81,3,2.42
205.96,204.12,10.08,193.72,2.88,885.26,730.33,180,34.09
162.93,327.57,28.6,184.55,21.32,1028.48,688.25,90,37.77
441.78,192.86,38.61,225.29,27.7,853.88,697.49,28,57.64
187.21,224.73,74.68,208.58,4.53,866.97,627.53,3,6.15
500.68,72.47,188.83,156.15,11.72,1103.34,748.41,1,44.35
388.76,287.41,101.03,244.68,1.56,851.07,597.0,3,35.11
115.91,221.79,46.97,211.94,0.95,806.47,635.99,1,2.0
102.39,310.23,21.15,248.43,31.67,972.93,699.22,28,5.5
122.73,340.63,67.66,246.26,15.79,1097.64,654.26,3,2.0
366.61,124.9,163.15,239.46,11.38,912.47,884.33,3,28.5
452.65,32.52,76.67,218.2,8.8,844.22,632.45,7,50.06
204.96,81.11,154.5,199.23,31.36,1138.87,938.13,90,39.64
473.74,157.19,160.54,142.38,8.07,1033.47,678.89,28,62.18
125.18,339.5,22.16,190.64,23.22,1093.49,633.65,3,8.36
452.42,135.81,121.73,219.5,9.08,1059.49,594.06,90,56.09
508.23,276.71,191.82,187.71,2.26,1040.89,877.51,28,59.44
439.73,194.03,80.43,232.87,21.86,932.67,693.16,3,43.26
407.17,65.63,10.19,134.26,0.05,911.9,794.82,90,56.21
468.71,115.14,184.66,169.52,21.62,1047.35,634.87,365,74.25
117.67,234.5,176.73,185.78,8.01,1047.27,986.09,28,14.92
188.78,241.55,104.43,176.2,23.88,1127.95,640.4,3,25.91
154.97,156.08,110.45,134.12,24.63,996.19,755.59,7,31.34
321.99,82.08,42.35,139.96,23.17,901.64,932.36,56,59.41
427.88,259.16,163.89,228.89,0.78,968.89,688.44,365,59.86
377.21,60.63,99.72,182.97,22.52,1011.73,697.32,365,71.45
474.5,336.26,6.78,126.33,31.68,947.22,915.02,365,80.51
168.29,67.46,136.6,122.14,7.76,1072.94,699.88,180,41.07
423.23,38.53,190.1,181.55,8.78,1001.69,591.15,56,54.88
184.94,178.66,165.83,141.37,26.03,803.26,762.02,56,39.9
219.13,186.52,55.44,211.67,5.13,996.59,595.04,90,33.27
412.36,182.44,10.67,223.39,21.14,1018.59,955.74,90,58.81
531.29,156.76,188.07,149.68,24.16,1115.77,848.01,56,68.43
369.08,357.14,187.41,196.98,1.19,942.73,824.37,3,38.54
123.98,174.57,106.48,140.08,17.72,998.19,671.04,180,34.75
371.18,171.58,128.46,159.47,18.43,963.87,871.38,1,39.57
118.63,151.41,92.52,235.54,9.71,983.42,862.26,14,2.0
489.02,23.99,83.95,190.73,28.04,823.22,614.31,14,58.04
412.21,212.87,23.89,235.17,5.21,1109.56,944.1,365,56.52
176.18,81.84,19.35,149.28,11.65,1114.09,822.92,1,14.52
140.36,228.9,46.55,162.9,27.16,989.08,908.57,28,27.62
180.75,18.25,167.33,181.22,6.1,992.01,695.69,14,29.98
531.21,352.32,29.17,182.41,26.28,819.86,639.06,1,50.8
301.77,168.37,45.34,249.69,2.53,1006.29,872.38,7,23.42
445.0,321.94,109.72,134.88,15.66,948.06,909.14,14,55.84
380.02,170.73,43.03,230.76,2.41,1044.62,745.19,365,61.7
351.86,21.66,32.64,232.28,21.69,816.26,599.52,14,36.18
163.86,295.17,112.66,191.92,25.3,1045.26,918.94,180,43.53
516.25,232.7,73.62,164.72,27.2,898.98,672.85,90,74.92
232.59,280.65,125.23,187.5,31.4,1024.84,726.29,180,57.19
354.33,153.71,182.44,158.02,21.5,1016.36,842.55,180,68.07
407.9,229.02,30.2,223.88,24.61,878.26,630.18,90,66.21
385.66,307.39,182.69,184.78,16.18,951.96,618.94,90,59.36
513.86,226.55,180.5,240.36,29.21,1088.29,600.33,3,58.46
165.31,124.81,165.82,200.95,20.6,1008.93,958.49,90,25.16
323.68,237.85,126.26,186.86,28.27,823.71,715.18,1,40.91
277.78,241.2,124.03,212.44,7.53,952.8,855.58,90,39.81
308.63,344.85,127.84,185.51,15.9,907.56,987.67,56,51.19
152.46,133.16,138.1,237.59,23.35,1021.37,859.12,90,19.44
159.0,152.6,3.3,143.98,6.49,1012.02,801.09,56,28.81
222.35,291.55,191.62,246.54,6.76,803.59,799.41,14,18.9
234.07,181.57,117.12,225.58,31.3,1009.65,741.52,14,38.77
288.28,264.43,156.29,231.9,13.91,1053.52,831.11,56,39.66
368.83,165.04,75.46,182.78,5.82,1065.21,975.43,28,41.15
379.24,77.36,2.48,228.84,10.61,820.35,906.79,14,43.84
281.2,267.53,101.95,159.88,12.72,904.76,760.54,28,46.52
279.86,47.08,101.44,219.05,19.94,945.34,723.64,28,43.6
195.76,71.29,87.4,138.26,29.54,862.02,945.18,7,40.78
358.85,225.03,67.94,159.92,31.57,945.15,644.59,56,59.25
239.5,268.27,49.97,177.95,20.85,824.54,931.53,7,41.25
115.87,321.19,105.51,161.9,22.4,839.06,692.54,7,12.17
284.1,97.86,75.06,170.31,10.3,1030.7,877.68,14,38.39
308.62,39.75,193.99,226.61,27.43,890.59,914.1,1,31.2
199.26,343.22,34.59,153.37,6.97,1045.44,781.75,56,32.93
351.88,55.44,63.93,216.89,3.4,816.6,667.3,90,45.81
348.94,70.96,58.79,129.58,31.14,994.13,929.6,365,72.93
408.88,104.59,108.66,219.55,27.65,935.05,737.74,7,53.36
385.1,190.05,99.86,222.96,9.72,1074.96,718.91,28,47.45
387.07,316.93,128.75,172.22,21.61,1070.46,795.03,28,58.83
239.13,273.04,190.0,213.92,14.94,929.57,764.9,90,45.71
446.47,254.23,57.04,238.97,10.34,1014.84,864.59,56,56.39
341.62,62.89,138.55,224.09,9.18,878.5,645.15,180,51.75
289.82,128.41,5.01,170.76,4.35,1000.24,765.15,180,45.78
375.45,171.75,52.48,182.95,17.58,828.04,948.46,3,44.22
258.69,52.93,92.74,221.32,14.29,949.94,604.5,14,23.74
325.61,98.16,6.2,158.04,16.39,863.04,773.85,56,48.14
424.15,110.69,123.53,224.5,6.89,1104.77,855.53,28,41.56
490.02,45.69,135.66,162.65,30.04,953.49,946.86,28,66.22
505.27,197.54,149.35,224.78,20.43,1003.82,828.7,3,58.8
321.6,253.11,103.31,131.28,28.79,924.33,921.44,56,58.85
328.92,25.11,120.79,125.77,3.5,899.62,679.52,90,47.57
451.94,172.72,79.21,249.7,19.93,870.01,731.83,1,44.91
238.36,280.81,8.25,233.03,27.18,1114.6,968.74,56,34.83
468.45,268.53,19.99,234.77,10.59,1075.82,946.16,365,64.13
317.42,292.61,131.0,243.67,6.24,845.98,814.3,56,44.72
150.98,160.92,199.11,176.98,8.48,1057.62,781.15,365,23.23
131.71,294.58,3.16,157.29,8.73,944.39,771.33,14,13.3
470.48,86.43,111.52,136.9,14.31,805.31,613.63,1,48.48
124.45,129.53,150.2,185.16,10.43,982.29,948.74,90,23.71
223.47,63.31,165.35,148.61,8.68,844.87,918.9,3,25.51
247.02,167.83,109.04,241.62,20.75,872.43,773.41,1,26.39
176.12,140.75,123.98,120.52,1.7,1040.13,702.33,3,19.32
238.11,86.49,139.34,138.62,10.89,888.71,727.85,365,52.45
426.78,269.89,171.79,152.04,22.07,1107.7,639.51,180,70.09
106.46,112.67,24.46,145.86,5.63,1026.72,880.16,7,4.75
463.96,97.94,185.24,149.35,7.07,1087.14,813.78,56,55.04
476.88,46.99,5.2,205.29,6.42,1012.24,684.11,14,50.44
263.8,157.54,167.24,162.58,0.03,1099.75,840.45,3,30.87
167.59,108.76,15.35,199.95,15.16,924.78,983.65,365,40.37
364.37,132.57,38.93,235.73,1.25,989.45,639.2,180,45.32
152.66,84.72,0.78,198.33,8.73,977.98,774.31,14,8.21
260.56,273.97,89.05,210.29,31.83,1111.81,788.65,14,49.57
521.71,333.87,66.87,167.52,29.39,856.9,657.05,180,82.0
538.0,178.76,33.2,140.77,6.88,999.43,803.7,28,60.02
439.73,230.84,90.22,161.68,9.92,1060.28,833.6,14,48.77
236.82,311.31,80.47,245.36,14.84,927.67,653.25,14,32.4
402.57,358.58,153.53,200.84,27.02,1099.32,652.2,28,57.64
410.38,220.25,178.63,156.08,25.68,928.69,934.25,28,64.26
270.65,319.43,130.51,178.62,4.04,859.79,715.18,1,31.03
381.99,326.19,24.88,228.62,3.98,1001.5,843.39,28,51.29
104.72,284.13,59.08,206.9,13.34,945.1,841.96,14,5.86
191.99,165.47,182.66,192.88,27.84,805.24,927.35,7,25.31
331.04,29.13,17.75,235.07,28.23,824.09,887.44,14,43.3
172.05,5.67,81.37,207.42,3.44,867.37,927.91,14,20.5
173.0,171.32,188.5,203.55,18.38,1065.42,841.34,14,21.49
467.97,177.46,190.13,144.67,4.98,1107.75,770.68,365,67.72
535.22,146.24,82.24,133.83,21.96,988.25,748.21,28,72.06
344.63,203.97,133.48,245.47,29.33,836.42,742.37,28,54.76
469.19,198.23,91.35,197.85,14.55,984.37,758.19,7,60.3
535.74,300.34,150.69,174.04,2.66,1095.18,641.98,365,69.15
162.3,39.01,6.32,196.57,18.54,1058.57,760.43,1,4.35
297.23,80.84,28.83,128.04,13.07,900.43,746.56,28,48.05
272.73,284.69,122.84,226.88,25.95,842.74,603.9,3,31.02
135.22,304.37,46.51,148.16,10.89,1110.74,700.6,90,29.52
432.35,357.14,133.21,224.59,28.0,1094.66,892.27,14,59.81
290.86,313.38,70.24,189.47,8.76,818.53,822.33,7,39.21
306.5,319.47,177.33,155.95,5.04,1084.17,914.08,1,34.17
166.3,112.85,163.85,123.93,9.81,833.54,808.16,180,41.68
179.61,144.2,98.57,226.06,1.12,821.83,933.34,14,11.56
499.13,96.24,154.58,142.94,9.0,1061.72,910.02,7,55.72
119.65,217.66,54.23,126.73,21.12,985.03,629.51,180,53.22
202.46,337.03,98.85,218.26,4.55,943.02,982.76,1,16.3
228.51,123.73,39.5,165.51,3.56,1111.83,595.93,28,30.17
315.69,199.96,172.18,170.61,4.24,1089.56,829.93,3,26.99
358.04,106.37,164.61,152.12,2.48,819.88,908.59,3,31.41
317.05,60.96,180.43,231.69,27.99,1012.55,723.42,1,33.35
137.01,70.07,175.5,158.65,30.21,1066.43,830.63,3,18.31
207.21,20.8,191.92,147.33,1.49,989.92,735.57,365,40.67
471.18,340.8,45.67,160.2,24.32,1139.14,614.37,28,72.73
380.54,144.63,186.36,146.41,23.59,1036.69,593.4,365,75.22
385.63,299.45,114.24,161.3,31.9,835.93,628.13,7,56.26
394.89,244.6,84.5,130.78,11.13,868.41,629.56,90,54.54
435.68,68.9,112.07,140.61,9.14,1085.05,835.58,1,43.95
125.57,62.99,68.52,174.22,14.5,1143.88,801.4,1,2.0
261.31,291.5,57.71,234.33,27.41,833.93,773.1,1,23.4
337.39,95.03,48.26,127.45,23.31,834.61,868.15,365,67.65
248.92,327.87,16.49,147.65,15.09,1063.37,596.76,90,52.84
471.57,50.28,99.31,238.08,7.83,822.2,698.94,90,45.1
312.33,243.3,177.55,235.7,23.26,823.65,902.51,365,57.46
438.2,292.4,126.03,208.33,27.34,1106.64,955.81,7,55.96
474.89,84.46,104.2,151.26,12.8,1076.16,766.21,90,64.89
322.11,99.16,85.72,174.58,21.39,1104.14,622.76,28,45.62
500.2,346.26,92.88,147.46,12.81,1024.43,911.09,28,59.84
358.33,94.99,41.86,136.72,15.31,911.28,945.84,56,55.39
474.12,154.35,164.59,169.4,16.8,1112.68,756.29,28,57.85
249.86,155.27,39.68,194.86,24.82,903.06,687.83,1,29.89
319.48,90.84,143.32,166.79,31.28,895.05,607.68,1,35.76
333.82,278.51,152.0,199.41,14.22,1105.81,827.62,28,42.8
146.19,277.09,114.97,158.51,10.95,1034.88,955.77,56,32.33
275.36,135.82,172.59,164.96,11.95,1109.01,862.51,90,48.01
503.63,299.81,58.21,222.79,4.28,853.79,717.53,56,61.77
377.57,76.49,176.32,234.18,9.5,1128.54,848.44,3,32.09
178.1,1.55,145.88,161.86,2.77,1011.4,924.49,14,15.58
249.1,205.05,159.75,194.3,13.69,1030.47,781.28,14,40.43
184.31,356.87,132.92,156.16,5.36,1115.35,919.54,365,38.42
110.92,13.87,169.27,126.93,11.09,931.36,747.55,28,23.42
508.08,74.67,198.62,215.92,25.39,1048.25,730.1,56,72.11
297.21,186.29,84.03,142.23,7.87,1020.92,824.36,90,51.69
235.32,290.77,162.78,175.34,19.58,1071.77,776.8,14,36.88
363.33,31.97,148.92,183.32,28.84,1109.45,982.8,365,63.43
103.22,141.89,90.57,143.98,18.14,1034.62,797.59,90,22.76
222.33,268.2,185.39,132.29,6.2,823.34,744.84,180,42.39
409.33,133.38,78.89,165.24,11.03,863.18,748.76,90,52.51
378.86,67.79,113.09,243.8,18.89,1129.12,810.27,56,53.26
531.99,70.18,21.19,199.97,16.21,1134.18,732.67,1,47.63
372.96,147.21,45.16,169.58,4.76,1133.76,880.61,56,43.44
310.1,172.11,168.14,125.06,14.3,812.7,743.03,3,41.74
435.03,309.39,79.31,198.04,17.38,931.94,744.43,56,62.92
497.46,230.57,78.82,131.99,8.55,1062.09,838.02,90,70.72
417.11,247.85,49.2,190.53,19.6,1059.75,614.46,28,58.41
523.81,352.89,98.32,217.75,2.25,829.64,853.45,7,54.78
444.08,147.85,161.16,175.07,10.77,1010.27,793.0,1,42.67
481.39,144.8,179.03,158.92,25.74,849.29,772.12,90,74.8
150.21,331.48,14.02,126.16,8.3,970.16,879.14,90,29.86
422.26,88.27,114.96,123.22,19.37,882.69,894.82,28,56.91
293.64,262.0,93.45,175.9,13.12,818.34,930.2,90,49.77
343.37,270.89,122.86,234.83,10.13,827.61,740.67,180,52.55
387.81,35.11,89.46,151.73,29.32,1114.26,721.47,28,58.82
526.72,168.1,79.73,194.63,10.98,1056.9,877.17,1,47.63
533.21,72.0,94.38,208.96,7.57,1121.48,823.89,180,65.69
226.82,66.55,116.4,127.91,29.1,962.15,843.98,28,44.95
422.85,166.51,100.2,139.9,23.87,942.59,813.32,90,63.02
429.99,103.91,94.43,163.07,21.82,923.65,900.62,365,74.37
252.46,285.79,163.57,207.11,1.59,1012.63,666.4,14,31.38
154.5,325.83,149.13,177.07,4.2,921.29,813.4,56,22.57
118.02,288.18,68.28,215.45,20.43,1057.46,653.56,1,2.0
442.03,95.51,160.12,232.79,6.7,1076.45,753.72,180,50.46
315.47,98.41,170.73,218.59,7.22,1102.17,856.93,1,25.24
533.64,91.45,30.7,248.99,24.93,883.77,788.21,28,60.82
304.59,48.48,116.54,218.07,9.15,981.82,742.6,14,30.97
530.28,338.82,57.06,230.78,2.29,877.09,945.76,1,49.04
281.09,144.34,147.83,228.21,1.17,812.96,900.68,28,27.12
449.22,80.66,47.76,214.93,14.18,1044.2,801.57,365,66.9
137.32,303.95,134.28,224.23,19.75,989.4,971.92,3,18.54
344.4,143.31,51.02,241.51,27.8,1049.75,760.59,7,47.16
452.91,12.61,102.23,181.78,3.55,830.23,906.81,3,37.25
506.87,58.14,189.73,202.98,6.29,1143.46,657.51,3,39.42
461.94,229.49,76.26,186.94,16.95,1143.05,704.89,7,46.47
116.27,281.06,175.15,230.63,11.65,960.42,725.91,56,9.36
263.99,75.73,197.39,176.08,15.44,1098.79,632.54,180,46.62
121.43,329.35,174.97,226.56,29.57,884.03,791.73,90,23.04
148.08,305.51,33.17,223.92,17.44,1054.46,667.29,90,24.48
397.13,304.57,163.93,245.05,13.28,1103.33,844.94,90,56.84
413.83,81.73,6.43,152.36,31.66,1081.06,666.42,14,58.44
440.44,18.14,78.66,212.25,2.09,1080.06,639.65,365,51.73
480.8,311.41,174.15,218.4,29.83,959.74,979.57,3,55.32
425.35,109.78,137.75,241.72,16.05,1082.9,854.61,90,56.23
452.38,222.19,106.55,237.9,16.12,1038.29,966.45,1,41.15
121.54,272.83,77.57,194.56,29.5,845.7,786.93,90,35.94
203.2,46.06,162.46,195.29,16.23,839.39,603.43,1,17.82
373.64,280.32,141.91,141.75,14.03,1066.31,820.9,3,38.19
477.58,336.93,93.68,246.75,8.72,1015.79,814.45,14,53.65
101.98,261.49,178.5,153.15,21.08,979.18,596.02,90,28.76
326.44,158.4,45.99,214.22,18.23,1113.01,936.22,1,30.77
398.01,314.73,34.08,223.45,6.86,1027.56,839.23,7,36.44
113.03,189.36,128.56,177.36,22.7,936.67,889.37,14,22.47
276.6,267.37,194.4,147.46,20.61,942.81,788.56,90,51.39
494.08,294.56,49.45,144.56,12.71,1008.81,838.6,365,76.47
395.51,269.02,49.93,231.34,0.14,1062.29,693.5,56,47.27
204.57,103.34,27.9,186.4,14.29,994.7,981.45,28,31.9
475.22,42.31,172.11,131.72,0.19,975.52,751.09,14,54.49
253.13,85.56,45.28,213.21,2.4,1050.78,655.26,180,38.91
475.47,180.53,100.64,152.52,13.78,1043.32,612.48,1,42.98
231.54,181.39,198.17,233.93,2.62,1086.47,845.74,3,21.79
359.74,209.17,2.43,160.24,8.82,821.58,985.32,3,33.91
274.65,141.84,111.3,146.04,20.98,1060.46,950.11,7,40.52
220.92,282.49,102.46,131.03,9.88,977.25,872.25,28,34.08
490.09,327.82,161.49,186.5,31.92,825.77,988.22,365,79.67
182.54,88.57,71.06,178.6,29.32,1034.26,880.58,56,38.39
137.32,264.41,82.07,217.67,18.73,1047.21,726.38,14,16.75
250.45,243.39,33.59,180.4,30.94,980.65,831.69,3,30.33
415.76,187.79,148.16,164.7,27.78,1073.86,622.07,56,67.02
455.27,67.68,156.94,154.02,10.2,903.59,679.12,7,44.2
539.45,285.49,27.33,156.16,23.99,869.66,757.85,365,82.0
230.4,344.86,78.69,240.62,4.38,921.0,671.13,28,27.48
279.49,259.14,178.58,141.46,21.91,941.47,973.31,28,46.41
160.2,329.51,0.54,248.46,15.71,1040.1,990.23,365,32.06
352.94,353.32,59.75,162.5,0.54,1091.7,739.12,7,35.17
538.94,126.39,111.01,131.49,8.78,1048.72,875.11,28,65.25
408.39,229.12,66.82,152.33,30.57,860.03,753.92,28,62.71
361.89,170.14,54.41,127.59,10.11,926.34,646.08,7,41.92
272.64,354.2,92.01,222.7,5.81,854.65,725.44,1,25.86
502.73,33.68,36.3,186.63,6.0,1036.92,683.82,7,40.82
318.64,148.04,105.93,163.81,15.33,885.62,721.89,3,31.24
159.12,314.32,141.34,206.07,26.96,981.26,676.44,90,38.93
260.77,101.97,115.06,201.98,24.26,1073.18,635.16,1,23.81
129.55,282.82,18.62,242.18,13.98,1031.47,677.41,7,2.0
188.87,137.42,168.88,244.96,6.68,902.94,954.11,180,32.41
107.77,351.81,35.0,208.49,1.47,914.84,624.26,56,7.85
299.44,317.19,152.96,226.32,14.8,1025.41,720.55,90,44.93
379.2,108.17,72.11,223.02,26.07,989.57,802.44,90,55.45
251.05,276.5,156.55,183.87,23.35,833.26,732.51,7,35.5
284.97,120.93,41.25,211.58,13.08,1101.53,798.08,56,47.72
522.05,217.68,37.33,130.17,19.03,976.85,607.45,3,58.71
430.86,236.39,99.41,218.54,13.96,963.31,850.72,56,55.28
337.98,297.82,6.59,245.04,18.53,868.46,816.52,90,54.27
225.2,8.78,45.06,131.05,16.56,930.06,863.75,180,40.45
494.68,79.04,144.8,228.7,21.79,914.82,818.04,365,69.43
203.44,255.58,167.48,241.29,16.25,893.4,766.04,1,17.1
243.15,202.3,16.16,149.4,30.1,995.76,730.76,7,42.63
499.99,177.92,176.42,188.23,13.7,959.48,681.03,28,59.47
333.0,19.82,159.5,240.62,0.51,1106.77,791.03,7,28.3
426.62,125.03,173.94,244.83,7.56,1124.76,600.47,56,51.41
359.93,310.57,139.69,136.62,16.02,875.72,721.95,180,63.86
387.51,11.09,134.83,165.37,17.3,834.54,862.5,7,42.88
231.73,142.32,105.02,210.76,17.68,1070.94,633.7,365,45.62
206.2,339.31,130.56,148.8,22.87,1143.23,615.28,180,54.01
241.9,18.27,183.82,162.22,8.79,1097.94,852.18,365,48.57
168.39,269.14,20.1,123.03,21.28,808.18,749.91,1,25.23
484.7,92.48,63.15,139.96,22.53,886.69,912.33,7,50.63
224.63,311.11,14.49,193.1,13.16,814.95,966.8,3,21.12
347.06,267.84,188.96,204.9,12.87,1083.17,974.73,3,40.43
448.47,317.97,89.05,204.36,5.73,1000.59,761.09,1,45.46
444.88,77.52,135.07,221.19,13.25,977.23,696.26,14,48.88
292.89,190.73,168.22,173.99,25.18,991.29,834.66,1,34.97
309.55,279.76,198.2,155.55,29.09,887.1,842.53,7,51.38
537.67,88.21,32.36,122.03,19.0,1007.57,840.18,365,71.75
396.82,82.84,159.9,146.86,9.58,810.58,719.36,180,64.5
458.44,9.76,177.48,160.61,21.83,1022.87,615.63,365,72.24
497.12,344.11,9.78,143.17,23.68,1053.38,674.42,1,51.24
446.54,254.9,150.82,122.62,10.63,1032.19,652.08,56,61.29
181.48,228.17,70.95,140.47,26.45,914.58,639.81,56,41.46
347.36,267.09,129.72,206.59,2.36,1085.06,962.37,3,37.85
144.83,190.85,102.81,201.85,0.34,1046.86,595.57,365,24.33
387.29,170.93,51.95,241.64,3.94,844.26,831.95,14,39.15
520.35,161.38,27.04,223.76,4.99,867.32,970.88,365,67.96
325.6,229.92,23.39,193.81,28.13,1019.8,734.74,3,38.98
290.51,72.35,20.66,137.88,13.6,899.85,801.89,56,46.03
115.77,318.81,127.56,193.33,8.8,841.2,869.71,3,3.69
522.3,291.42,70.28,128.01,13.73,853.46,717.5,365,70.87
145.32,125.49,43.33,176.02,12.63,857.14,782.02,56,24.47
118.07,207.72,138.38,170.73,9.65,964.84,918.48,1,2.0
208.27,50.63,137.37,175.62,4.41,1009.55,889.63,3,17.32
128.83,349.07,107.83,156.38,20.99,860.86,915.0,14,25.59
300.25,324.14,186.99,209.16,4.37,1045.81,986.91,1,28.56
327.08,330.96,77.08,229.32,24.81,896.95,738.87,1,42.96
237.53,119.25,167.17,219.91,6.45,907.49,890.33,365,37.46
122.42,60.72,15.03,201.61,23.4,877.11,832.32,365,25.08
149.1,76.03,147.97,189.98,25.78,1070.9,857.98,28,28.85
269.18,32.31,197.69,124.04,4.01,1131.14,887.43,365,52.64
126.63,43.12,169.32,213.98,2.78,969.91,891.39,56,10.01
407.2,25.6,115.93,190.85,30.39,814.5,946.07,1,54.95
191.09,355.35,125.35,155.2,14.82,889.9,730.43,90,45.67
232.91,26.59,70.66,162.62,20.17,854.53,852.7,1,28.51
273.42,47.58,135.9,241.63,0.74,1090.75,702.68,180,35.49
283.31,296.98,154.08,201.17,8.92,829.27,829.02,14,33.66
100.73,208.31,199.65,181.87,16.17,1133.43,891.97,3,2.0
149.31,278.02,98.49,200.72,28.36,1003.04,907.98,7,25.79
479.62,226.5,12.26,173.79,8.69,978.62,758.89,90,62.37
100.54,316.7,119.17,181.12,24.81,1092.34,794.51,180,27.63
323.59,229.21,23.8,157.74,21.19,809.5,724.21,56,52.94
315.38,187.44,48.95,177.18,3.69,1068.12,657.95,3,27.87
246.56,255.88,65.76,209.13,9.39,840.23,694.73,365,46.19
289.78,160.61,146.21,125.19,7.61,1090.07,956.68,180,55.4
443.46,124.24,36.76,223.35,14.16,982.57,714.21,14,51.34
470.13,167.89,33.15,156.79,20.33,821.09,981.85,28,56.02
214.55,60.93,8.99,208.73,13.87,1087.47,687.07,365,43.19
241.9,285.97,174.65,203.55,7.83,809.42,880.67,14,29.66
206.69,93.59,138.7,204.84,22.27,847.74,820.71,1,21.98
311.14,55.12,7.99,199.06,18.7,1075.25,870.14,3,31.05
400.63,88.44,5.66,244.68,16.62,960.38,848.87,56,56.46
200.43,302.3,111.73,186.08,17.74,1104.08,874.11,365,46.89
245.52,118.54,56.51,215.2,7.1,1019.22,954.03,90,36.01
509.37,246.29,119.35,211.71,21.77,1015.12,816.51,56,69.95
121.37,307.45,86.92,150.71,12.4,900.82,617.28,7,12.39
302.74,27.91,184.66,156.83,11.63,846.12,698.87,14,38.68
413.09,274.64,57.56,175.12,4.79,1131.6,874.7,1,35.39
166.2,110.45,135.83,156.1,19.1,836.16,788.62,14,25.64
120.84,77.77,10.81,167.68,19.29,982.51,810.52,56,18.71
160.81,247.32,191.17,170.82,10.89,894.04,829.83,365,44.82
504.28,326.62,196.15,198.5,27.52,891.13,743.82,365,80.21
104.07,105.91,147.81,148.59,27.05,1005.13,901.11,180,33.29
182.86,204.21,93.04,224.56,3.49,1075.29,880.86,1,7.45
113.76,104.05,44.0,176.88,22.24,1068.13,877.15,180,19.43
148.68,198.99,162.5,211.81,12.6,1099.74,877.55,3,11.41
372.87,223.25,147.27,130.59,31.99,901.05,947.92,56,60.73
206.32,219.11,44.39,181.1,7.2,960.68,829.35,365,44.47
350.45,223.85,90.24,123.67,8.98,803.22,978.76,180,56.5
359.69,48.49,92.56,207.87,14.15,1057.67,637.92,56,47.91
473.75,248.98,165.28,164.68,8.6,904.31,844.05,7,46.08
102.09,242.24,136.77,243.4,22.14,993.72,878.2,28,3.22
475.48,245.05,128.63,162.14,15.39,858.41,781.84,90,70.12
372.41,26.59,129.97,193.29,7.07,1082.69,705.86,28,39.73
171.61,160.42,54.09,153.46,16.2,1081.96,811.12,14,24.79
440.09,146.84,74.34,200.61,28.44,1102.72,736.63,14,58.72
476.42,31.13,9.13,180.72,25.36,815.85,955.47,56,64.19
211.88,79.83,157.39,168.18,15.96,1142.4,733.43,1,11.45
504.27,158.31,86.6,146.48,9.23,885.48,660.63,365,78.58
299.96,266.7,87.65,134.5,5.76,906.75,821.71,1,32.64
365.51,85.11,49.07,135.58,28.11,886.02,749.19,365,71.48
533.25,297.88,41.89,249.88,22.73,892.3,628.55,1,50.8
259.08,195.94,117.56,173.6,18.31,990.67,817.07,28,35.1
457.79,272.99,46.51,120.25,28.14,882.73,806.21,14,66.39
240.1,169.65,12.84,243.88,3.89,935.85,659.63,56,26.38
451.65,179.21,153.5,122.6,21.84,1026.18,830.25,14,61.93
364.32,222.48,75.29,174.42,6.93,1088.43,818.08,365,58.15
195.2,333.14,76.05,213.27,3.86,1039.0,900.99,1,13.03
282.17,176.56,86.26,238.9,14.9,1005.04,735.35,365,47.27
239.76,189.79,163.01,212.68,12.4,850.97,690.0,90,43.9
134.37,216.12,64.17,180.27,30.12,1081.56,972.39,180,32.14
113.13,264.77,151.61,246.68,10.37,812.86,815.61,3,2.0
252.45,25.79,187.91,125.11,26.08,891.15,600.91,1,42.76
108.38,185.13,132.17,248.3,23.96,819.69,919.93,14,7.88
172.81,172.89,86.34,230.42,21.37,1030.26,669.1,7,23.78
419.08,330.88,149.56,240.76,29.45,927.09,905.99,180,70.8
411.56,177.17,91.58,153.12,13.05,1024.96,873.48,365,70.82
424.98,168.13,82.89,138.52,12.47,919.73,979.46,14,50.85
239.55,345.43,105.06,206.23,5.15,957.23,978.16,90,33.36
491.61,161.76,63.54,187.06,8.82,958.0,700.31,1,47.51
361.29,64.94,20.85,188.01,28.15,815.73,898.11,90,62.22
155.45,77.87,82.97,240.2,15.18,948.43,717.38,1,2.0
163.24,34.17,24.77,200.61,10.92,1021.17,842.94,90,18.57
404.96,0.2,82.09,160.44,6.92,988.39,830.29,14,40.24
